,id,airport_ref,airport_ident,type,description,frequency_mhz
12637,71489,20473,KMAW,UNIC,CTAF/UNICOM,122.8
12638,69540,20474,KMBG,ASOS,ASOS,121.425
12639,69541,20474,KMBG,RDO,HURON RDO,122.35
12640,69542,20474,KMBG,UNIC,CTAF/UNICOM,122.8
12641,68473,20475,KMBL,AWOS,AWOS 3,111.4
12642,68474,20475,KMBL,RDO,LANSING RDO,111.4
12643,68475,20475,KMBL,UNIC,CTAF/UNICOM,122.8
12644,61985,20476,KMBO,A/D,JACKSON APP/DEP,123.9
12645,61986,20476,KMBO,AWOS,AWOS 3,119.125
12646,61987,20476,KMBO,CLD,CLNC DEL,125.9
12647,61988,20476,KMBO,UNIC,CTAF/UNICOM,122.8
12648,64838,3664,KMBS,A/D,SAGINAW APP/DEP,120.95
12649,64839,3664,KMBS,ATIS,ATIS,118.6
12650,64840,3664,KMBS,CLD,CLNC DEL,121.85
12651,64841,3664,KMBS,CTAF,CTAF,120.1
12652,64842,3664,KMBS,GND,GND,121.7
12653,64843,3664,KMBS,RDO,LANSING RDO,122.2
12654,64844,3664,KMBS,TWR,SAGINAW TWR,120.1
12655,64845,3664,KMBS,UNIC,UNICOM,122.95
12656,319468,20477,KMBT,A/D,NASHVILLE APP/DEP,118.4
12657,60904,20477,KMBT,A/D,NASHVILLE APP/DEP,128.45
12658,60905,20477,KMBT,AWOS,AWOS 3,133.975
12659,319469,20477,KMBT,CTAF,,123.075
12660,67331,20478,KMBY,AWOS,AWOS 3,120.025
12661,67332,20478,KMBY,RDO,COLUMBIA RDO,112.9
12662,67333,20478,KMBY,UNIC,CTAF/UNICOM,122.7
12663,69175,3665,KMCB,ASOS,ASOS,119.025
12664,69176,3665,KMCB,CNTR,HOUSTON CNTR,133.5
12665,69177,3665,KMCB,RDO,GREENWOOD RDO,122.2
12666,69178,3665,KMCB,UNIC,CTAF/UNICOM,123.05
12667,66272,3666,KMCC,A/D,NORCAL APP/DEP,127.4
12668,66273,3666,KMCC,AWOS,AWOS 3,109.2
12669,66274,3666,KMCC,INFO,USCG COMSTA SAN FRAN,312.3
12671,66276,3666,KMCC,PMSV,PMSV METRO,34.46
12672,66277,3666,KMCC,UNIC,CTAF/UNICOM,122.975
12673,70502,20479,KMCD,AWOS,AWOS 3,118.275
12674,70503,20479,KMCD,CNTR,MINNEAPOLIS CNTR,134.6
12675,70504,20479,KMCD,UNIC,CTAF/UNICOM,122.7
12676,61886,20480,KMCE,A/D,NORCAL APP/DEP,120.95
12677,61887,20480,KMCE,ASOS,ASOS,132.175
12678,61888,20480,KMCE,UNIC,CTAF/UNICOM,122.7
12679,69065,3667,KMCF,APP,TAMPA APP,124.95
12680,69066,3667,KMCF,ATIS,ATIS,133.825
12681,69067,3667,KMCF,DEP,TAMPA DEP,119.65
12682,69068,3667,KMCF,GND,GND,118.575
12683,69069,3667,KMCF,PMSV,PMSV METRO,34.46
12684,69070,3667,KMCF,POST,6 AMW COMD POST,138.95
12685,69071,3667,KMCF,PTD,PTD,37.22
12686,69072,3667,KMCF,TWR,TWR,123.7
12687,59992,3668,KMCI,APP,APP,120.95
12688,59993,3668,KMCI,ATIS,ATIS,126.625
12689,59994,3668,KMCI,CLD,CLNC DEL,135.7
12690,59995,3668,KMCI,DEP,DEP,124.7
12691,59996,3668,KMCI,GND,GND,121.65
12692,59997,3668,KMCI,RDO,COLUMBIA RDO,122.65
12693,59998,3668,KMCI,TWR,INTL TWR,125.75
12694,59999,3668,KMCI,UNIC,UNICOM,122.95
12695,62770,20481,KMCK,ASOS,ASOS,119.025
12696,62771,20481,KMCK,CNTR,DENVER CNTR,118.475
12697,62772,20481,KMCK,RDO,COLUMBUS RDO,122.6
12698,62773,20481,KMCK,UNIC,CTAF/UNICOM,122.8
12699,68201,3669,KMCN,A/D,ATLANTA APP/DEP,118.95
12700,68202,3669,KMCN,ASOS,ASOS,120.775
12701,68203,3669,KMCN,ATIS,ATIS,120.775
12702,68204,3669,KMCN,CTAF,CTAF,128.2
12703,68205,3669,KMCN,GND,GND,121.65
12704,68206,3669,KMCN,RDO,MACON RDO,122.2
12705,68207,3669,KMCN,TWR,MACON TWR,128.2
12706,68208,3669,KMCN,UNIC,UNICOM,122.95
12707,71424,3670,KMCO,A/D,APP/DEP,119.4
12708,71425,3670,KMCO,ATIS,ATIS,121.25
12709,71426,3670,KMCO,CLD,CLNC DEL,134.7
12710,71427,3670,KMCO,GND,GND,121.8
12711,71428,3670,KMCO,OPS,AR OPS,41.5
12712,71430,3670,KMCO,RDO,ST PETERSBURG RDO,122.1
12713,71429,3670,KMCO,RDO,ST PETERSBURG RDO,122.2
12714,71431,3670,KMCO,TWR,TWR,118.45
12715,71432,3670,KMCO,UNIC,UNICOM,122.95
12716,70039,20482,KMCW,ASOS,ASOS,120.3
12717,70040,20482,KMCW,CNTR,MINNEAPOLIS CNTR,127.3
12718,70041,20482,KMCW,RDO,FORT DODGE RDO,122.6
12719,70042,20482,KMCW,UNIC,CTAF/UNICOM,123.0
12720,68630,20483,KMCX,CNTR,CHICAGO CNTR,123.85
12721,68631,20483,KMCX,UNIC,CTAF/UNICOM,122.8
12722,64736,20484,KMCZ,CNTR,WASHINGTON CNTR,135.5
12723,64737,20484,KMCZ,CTAF,CTAF,122.8
12724,71157,20485,KMDA,CTAF,CTAF,134.1
12725,71158,20485,KMDA,OPS,ARNG OPS,36.9
12726,63802,20486,KMDD,A/D,APP/DEP,124.6
12727,63803,20486,KMDD,AWOS,AWOS 3,118.125
12728,63804,20486,KMDD,CLD,CLNC DEL,121.8
12729,63805,20486,KMDD,UNIC,CTAF/UNICOM,122.7
12730,62740,20487,KMDF,CNTR,KANSAS CITY CNTR,126.95
12731,62741,20487,KMDF,UNIC,CTAF/UNICOM,122.8
12732,66311,3671,KMDH,ATIS,ATIS,119.85
12733,66312,3671,KMDH,CNTR,KANSAS CITY CNTR,125.3
12734,66313,3671,KMDH,CTAF,CTAF,125.35
12735,66314,3671,KMDH,GND,GND,121.8
12736,66315,3671,KMDH,TWR,CARBONDALE TWR,125.35
12737,66316,3671,KMDH,UNIC,UNICOM,122.95
12738,64223,20488,KMDQ,A/D,HUNTSVILLE APP/DEP,125.6
12739,64224,20488,KMDQ,AWOS,AWOS 3,120.0
12740,64225,20488,KMDQ,RDO,HUNTSVILLE RDO,121.725
12741,64226,20488,KMDQ,UNIC,CTAF/UNICOM,123.0
12742,71495,20489,KMDS,CNTR,MINNEAPOLIS CNTR,132.05
12743,71496,20489,KMDS,UNIC,CTAF/UNICOM,122.8
12744,62308,3672,KMDT,A/D,APP/DEP,118.25
12745,62309,3672,KMDT,ATIS,ATIS,118.8
12746,62310,3672,KMDT,GND,GND,121.7
12747,62311,3672,KMDT,OPS,ANG OPS,39.51
12748,62312,3672,KMDT,TWR,TWR,124.8
12749,68091,3673,KMDW,A/D,APP/DEP,118.4
12750,68092,3673,KMDW,ASOS,ASOS,132.75
12751,68093,3673,KMDW,ATIS,ATIS,132.75
12752,68094,3673,KMDW,CLD,CLNC DEL,121.85
12753,68095,3673,KMDW,GND,GND,121.65
12754,68096,3673,KMDW,TWR,TWR,118.7
12755,68097,3673,KMDW,UNIC,UNICOM,122.95
12756,70681,20490,KMDZ,AWOS,AWOS 3,119.025
12757,70682,20490,KMDZ,CNTR,MINNEAPOLIS CNTR,124.4
12758,70683,20490,KMDZ,UNIC,CTAF/UNICOM,122.8
12759,69679,20491,KMEB,A/D,FAYETTEVILLE APP/DEP,127.8
12760,69680,20491,KMEB,ASOS,ASOS,134.125
12761,69681,20491,KMEB,UNIC,CTAF/UNICOM,122.8
12762,66544,3674,KMEI,A/D,MERIDIAN APP/DEP,120.5
12763,66545,3674,KMEI,ATIS,ATIS,126.475
12764,66546,3674,KMEI,CTAF,CTAF,119.8
12765,66547,3674,KMEI,GCA,GCA,125.125
12766,66548,3674,KMEI,GND,GND,121.9
12767,66549,3674,KMEI,POST,ANG OPS COMD POST,29.23
12768,66550,3674,KMEI,RDO,GREENWOOD RDO,122.2
12769,66551,3674,KMEI,TWR,TWR,119.8
12770,66552,3674,KMEI,UNIC,UNICOM,122.95
12771,67102,20492,KMEJ,CNTR,KANSAS CITY CNTR,134.0
12772,67103,20492,KMEJ,UNIC,CTAF/UNICOM,122.8
12773,60535,3675,KMEM,APP,APP,33.83
12774,60534,3675,KMEM,APP,APP,119.1
12775,60536,3675,KMEM,ATIS,ATIS,127.75
12776,60537,3675,KMEM,CLD,CLNC DEL,125.2
12777,60538,3675,KMEM,DEP,DEP,124.15
12778,60539,3675,KMEM,GND,GND,121.65
12779,60540,3675,KMEM,POST,ANG COMD POST,138.95
12780,60541,3675,KMEM,RDO,JACKSON RDO,122.2
12781,60542,3675,KMEM,TWR,TWR,118.3
12782,60543,3675,KMEM,UNIC,UNICOM,122.95
12783,66267,3676,KMER,A/D,NORCAL APP/DEP,120.95
12784,66268,3676,KMER,AWOS,AWO 3,124.475
12785,66269,3676,KMER,UNIC,CTAF/UNICOM,123.075
12786,65360,20493,KMEV,A/D,RENO APP/DEP,119.2
12787,65361,20493,KMEV,AWOS,AWOS 3,119.325
12788,65362,20493,KMEV,UNIC,CTAF/UNICOM,122.8
12789,59363,20494,KMEY,A/D,SIOUX CITY APP/DEP,124.6
12790,59364,20494,KMEY,UNIC,CTAF/UNICOM,122.8
12791,61264,20495,KMEZ,AWOS,AWOS 3,118.025
12792,61265,20495,KMEZ,CNTR,MEMPHIS CNTR,126.1
12793,61266,20495,KMEZ,UNIC,CTAF/UNICOM,122.8
12794,59086,3677,KMFD,A/D,APP/DEP,124.2
12795,59087,3677,KMFD,ATIS,ATIS,125.3
12796,59088,3677,KMFD,CTAF,CTAF,119.8
12797,59089,3677,KMFD,GND,GND,121.8
12798,59090,3677,KMFD,POST,HERC COMD POST,29.75
12799,59091,3677,KMFD,RDO,CLEVELAND RDO,122.6
12800,59092,3677,KMFD,TWR,TWR,119.8
12801,59093,3677,KMFD,UNIC,UNICOM,122.95
12802,70110,3678,KMFE,A/D,VALLEY APP/DEP,121.0
12803,70111,3678,KMFE,ASOS,ASOS,128.5
12804,70112,3678,KMFE,ATIS,ATIS,128.5
12805,70113,3678,KMFE,CTAF,CTAF,118.5
12806,70114,3678,KMFE,GND,GND,121.8
12807,70115,3678,KMFE,RDO,SAN ANGELO RDO,122.2
12808,70116,3678,KMFE,TWR,TWR,118.5
12809,70117,3678,KMFE,UNIC,UNICOM,122.95
12810,66907,20496,KMFI,ASOS,ASOS,121.575
12811,66908,20496,KMFI,CNTR,MINNEAPOLIS CNTR,124.4
12812,66909,20496,KMFI,RDO,GREEN BAY RDO,122.55
12813,66910,20496,KMFI,UNIC,CTAF/UNICOM,123.0
12814,65099,3679,KMFR,A/D,CASCADE APP/DEP,124.3
12815,65100,3679,KMFR,ATIS,ATIS,127.25
12816,65101,3679,KMFR,CTAF,CTAF,119.4
12817,65102,3679,KMFR,GND,GND,121.8
12818,65103,3679,KMFR,RDO,MC MINNVILLE RDO,122.65
12819,65104,3679,KMFR,TWR,MEDFORD TWR,119.4
12820,65105,3679,KMFR,UNIC,UNICOM,122.95
12821,62251,20497,KMFV,A/D,NORFOLK APP/DEP,126.05
12822,62252,20497,KMFV,AWOS,AWOS 3,118.175
12823,62253,20497,KMFV,UNIC,CTAF/UNICOM,122.8
12824,59132,20498,KMGC,A/D,SOUTH BEND APP/DEP,118.55
12825,59133,20498,KMGC,CLD,SOUTH BEND CLNC DEL,134.8
12826,59134,20498,KMGC,UNIC,CTAF/UNICOM,122.7
12827,65761,3680,KMGE,A/D,ATLANTA  APP/DEP,121.0
12828,65762,3680,KMGE,ATIS,ATIS,26.95
12829,65763,3680,KMGE,GND,GND,125.3
12831,65765,3680,KMGE,OPS,ARNG OPS,47.0
12832,65766,3680,KMGE,PMSV,PMSV METRO,27.475
12833,65767,3680,KMGE,POST,94AW COMD POST,37.952
12834,65768,3680,KMGE,PTD,PTD,139.3
12835,65769,3680,KMGE,TWR,TWR,120.75
12836,64164,20499,KMGJ,A/D,NEW YORK APP/DEP,132.75
12837,64165,20499,KMGJ,ASOS,ASOS,119.275
12838,64166,20499,KMGJ,CLD,CLNC DEL,123.85
12839,64167,20499,KMGJ,RDO,NEW YORK RDO,116.1
12840,64168,20499,KMGJ,UNIC,CTAF/UNICOM,122.725
12841,70096,3681,KMGM,A/D,APP/DEP,118.85
12842,70097,3681,KMGM,ATIS,ATIS,120.675
12843,70098,3681,KMGM,CLD,CLNC DEL,118.3
12844,70099,3681,KMGM,CTAF,CTAF,119.7
12845,70100,3681,KMGM,GND,GND,121.7
12847,70102,3681,KMGM,OPS,ANG OPS,27.68
12848,70103,3681,KMGM,RDO,ANNISTON RDO,122.2
12849,70104,3681,KMGM,SFA,SFA,122.85
12850,70105,3681,KMGM,TWR,TWR,119.7
12851,70106,3681,KMGM,UNIC,UNICOM,122.95
12852,66175,20500,KMGN,AWOS,AWOS 3,119.925
12853,66176,20500,KMGN,CNTR,MINNEAPOLIS CNTR,134.6
12854,66177,20500,KMGN,UNIC,CTAF/UNICOM,122.8
12855,66903,20501,KMGR,A/D,VALDOSTA APP/DEP,119.525
12856,66904,20501,KMGR,AWOS,AWOS 3,118.925
12857,66905,20501,KMGR,RDO,MACON RDO,108.8
12858,66906,20501,KMGR,UNIC,CTAF/UNICOM,122.8
12859,65834,3682,KMGW,A/D,CLARKSBURG APP/DEP,121.15
12860,65835,3682,KMGW,ASOS,ASOS,120.675
12861,65836,3682,KMGW,CTAF,CTAF,125.1
12862,65837,3682,KMGW,GND,GND,121.7
12863,65838,3682,KMGW,RDO,ELKINS RDO,122.6
12864,65839,3682,KMGW,TWR,TWR,125.1
12865,65840,3682,KMGW,UNIC,UNICOM,122.95
12866,67265,20502,KMGY,APP,APP,118.85
12867,67266,20502,KMGY,ASOS,ASOS,118.375
12868,67267,20502,KMGY,CLD,CLNC DEL,119.4
12869,67268,20502,KMGY,DEP,DEP,126.5
12870,67269,20502,KMGY,UNIC,CTAF/UNICOM,122.8
12871,64767,20503,KMHE,ASOS,ASOS,124.175
12872,64768,20503,KMHE,RDO,HURON RDO,122.3
12873,64769,20503,KMHE,UNIC,CTAF/UNICOM,122.8
12874,60933,3683,KMHK,A/D,KANSAS CITY CNTR,127.35
12875,60934,3683,KMHK,ASOS,ASOS,119.075
12876,60935,3683,KMHK,CTAF,CTAF,118.55
12877,60936,3683,KMHK,GND,GND,121.85
12878,60937,3683,KMHK,RDO,WICHITA RDO,122.65
12879,60938,3683,KMHK,TWR,TWR,118.55
12880,60852,20504,KMHL,APP,WHITEMAN APP,127.45
12881,60853,20504,KMHL,AWOS,AWOS 3,118.675
12882,60854,20504,KMHL,DEP,WHITEMAN DEP,125.925
12883,60855,20504,KMHL,UNIC,CTAF/UNICOM,122.8
12884,65259,20505,KMHP,CNTR,JACKSONVILLE CNTR,132.5
12885,65260,20505,KMHP,UNIC,CTAF/UNICOM,123.0
12886,58927,20506,KMHR,A/D,NORCAL APP/DEP,127.4
12887,58928,20506,KMHR,ATIS,ATIS,118.325
12888,58929,20506,KMHR,CLD,CLNC DEL,121.85
12889,58930,20506,KMHR,GND,GND,121.85
12890,58931,20506,KMHR,OPS,SPARTAN OPS,34.1
12891,58932,20506,KMHR,TWR,TWR,120.65
12892,58933,20506,KMHR,UNIC,UNICOM,123.075
12893,63690,3684,KMHT,A/D,Boston Approach/Departure (Below 4000'),124.9
12894,308239,3684,KMHT,A/D,Boston Approach/Departure (4000'-10000'),134.75
12895,63691,3684,KMHT,ASOS,ASOS,119.55
12896,63692,3684,KMHT,ATIS,ATIS,119.55
12897,63693,3684,KMHT,CLD,CLNC DEL,135.9
12898,63694,3684,KMHT,GND,GND,121.9
12899,63695,3684,KMHT,RDO,BANGOR RDO,114.4
12900,63696,3684,KMHT,TWR,TWR,121.3
12901,63697,3684,KMHT,UNIC,UNICOM,122.95
12902,63145,20507,KMHV,A/D,JOSHUA APP/DEP,133.65
12903,63146,20507,KMHV,CTAF,CTAF,127.6
12904,63147,20507,KMHV,GND,GND,123.9
12905,63148,20507,KMHV,TWR,TWR,127.6
12906,63316,3685,KMIA,APP,APP,120.5
12907,63317,3685,KMIA,ATIS,ATIS,119.15
12908,63318,3685,KMIA,CLD,CLNC DEL,120.35
12909,63319,3685,KMIA,DEP,DEP,119.45
12910,63320,3685,KMIA,GND,GND,121.8
12911,63321,3685,KMIA,TWR,TWR,118.3
12912,63322,3685,KMIA,UNIC,UNICOM,123.0
12913,64950,3686,KMIB,APP,APP,119.6
12914,64951,3686,KMIB,ATIS,ATIS,27.88
12915,64952,3686,KMIB,CLD,CLNC DEL,32.62
12916,64953,3686,KMIB,DEP,DEP,119.6
12917,64954,3686,KMIB,GND,GND,134.0
12918,64955,3686,KMIB,PMSV,PMSV METRO,34.25
12919,64956,3686,KMIB,POST,COMD POST,32.1
12920,64957,3686,KMIB,PTD,PTD,37.22
12921,64958,3686,KMIB,TWR,TWR,120.65
12922,64609,20508,KMIC,A/D,MINNEAPOLIS APP/DEP,126.5
12923,64610,20508,KMIC,ATIS,ATIS,124.475
12924,64611,20508,KMIC,CLD,CLNC DEL,121.6
12925,64612,20508,KMIC,CTAF,CTAF,120.7
12926,64613,20508,KMIC,GND,GND,121.6
12927,64614,20508,KMIC,TWR,TWR,120.7
12928,64615,20508,KMIC,UNIC,UNICOM,122.95
12929,69273,3687,KMIE,ASOS,ASOS,114.4
12930,69274,3687,KMIE,ATIS,ATIS,133.25
12931,69275,3687,KMIE,CNTR,INDIANAPOLIS CNTR,120.65
12932,69276,3687,KMIE,CTAF,CTAF,120.1
12933,69277,3687,KMIE,GND,MUNCIE GND,121.9
12934,69278,3687,KMIE,RDO,TERRE HAUTE RDO,114.4
12935,69279,3687,KMIE,TWR,MUNCIE TWR,120.1
12936,69280,3687,KMIE,UNIC,UNICOM,122.95
12937,60255,20509,KMIO,CNTR,KANSAS CITY CNTR,132.9
12938,60256,20509,KMIO,RDO,MC ALESTER RDO,117.6
12939,60257,20509,KMIO,UNIC,CTAF/UNICOM,122.8
12940,64851,20510,KMIT,A/D,BAKERSFIELD APP/DEP,126.45
12941,64852,20510,KMIT,CTAF,CTAF,122.9
12942,66209,3688,KMIV,A/D,APP/DEP,124.6
12943,66210,3688,KMIV,ASOS,ASOS,119.6
12944,66211,3688,KMIV,CTAF,CTAF,123.65
12945,66212,3688,KMIV,RDO,RDO,123.65
12946,66213,3688,KMIV,UNIC,UNICOM,123.0
12947,63849,20511,KMIW,A/D,WATERLOO APP/DEP,120.9
12948,63850,20511,KMIW,ASOS,ASOS,128.325
12949,63851,20511,KMIW,CLD,WATERLOO CLNC DEL,120.9
12950,63852,20511,KMIW,UNIC,CTAF/UNICOM,122.8
12951,59787,20512,KMJD,A/D,GULFPORT,124.6
12952,59788,20512,KMJD,AWOS,AWOS 3,119.075
12953,59789,20512,KMJD,UNIC,CTAF/UNICOM,122.8
12954,61867,20513,KMJQ,AWOS,AWOS 3,35.3
12955,61868,20513,KMJQ,CNTR,MINNEAPOLIS CNTR,127.75
12956,61869,20513,KMJQ,UNIC,CTAF/UNICOM,122.8
12957,66595,20514,KMJX,A/D,MC GUIRE APP/DEP,124.15
12958,66596,20514,KMJX,AWOS,AWOS 3,119.875
12959,66597,20514,KMJX,CTAF,CTAF,122.7
12960,66598,20514,KMJX,RDO,MILLVILLE RDO,113.4
12961,60276,20515,KMKA,CNTR,MINNEAPOLIS CNTR,125.1
12962,60277,20515,KMKA,CTAF,CTAF,122.9
12963,69848,3689,KMKC,A/D,APP/DEP,119.0
12964,69849,3689,KMKC,ATIS,ATIS,120.75
12965,69850,3689,KMKC,CLD,CLNC DEL,121.9
12966,69851,3689,KMKC,GND,GND,121.9
12967,69852,3689,KMKC,RDO,COLUMBIA RDO,122.6
12968,69853,3689,KMKC,TWR,DOWNTOWN TWR,133.3
12969,69854,3689,KMKC,UNIC,UNICOM,122.95
12970,67154,3690,KMKE,APP,MILWAUKEE APP,118.0
12971,67155,3690,KMKE,ATIS,ATIS,126.4
12972,67156,3690,KMKE,AWOS,AWOS,148.35
12973,67157,3690,KMKE,CLD,MILWAUKEE CLNC DEL,120.8
12974,67158,3690,KMKE,DEP,MILWAUKEE DEP,119.65
12975,67159,3690,KMKE,GND,MILWAUKEE GND,121.8
12977,67161,3690,KMKE,OPS,440 BASE OPS,31.42
12978,67162,3690,KMKE,POST,440 AW COMD POST,37.61
12979,67163,3690,KMKE,PTD,PTD,37.61
12980,67164,3690,KMKE,RDO,GREEN BAY RDO,122.4
12981,67165,3690,KMKE,TWR,MILWAUKEE TWR,119.1
12982,67166,3690,KMKE,UNIC,UNICOM,122.95
12983,63412,3691,KMKG,A/D,APP/DEP,118.2
12984,63413,3691,KMKG,ATIS,ATIS,124.3
12985,63414,3691,KMKG,CTAF,CTAF,126.25
12986,63415,3691,KMKG,GND,GND,121.6
12987,63416,3691,KMKG,RDO,LANSING RDO,122.5
12988,63417,3691,KMKG,TWR,TWR,126.25
12989,63418,3691,KMKG,UNIC,UNICOM,122.95
12990,70222,20516,KMKJ,AWOS,AWOS 3,123.875
12991,70223,20516,KMKJ,CNTR,ATLANTA CNTR,132.9
12992,70224,20516,KMKJ,UNIC,CTAF/UNICOM,122.7
12993,66777,3692,KMKL,ASOS,ASOS,119.325
12994,66778,3692,KMKL,CNTR,MEMPHIS CNTR,134.65
12995,66779,3692,KMKL,CTAF,CTAF,127.15
12996,66780,3692,KMKL,GND,GND,120.9
12997,66781,3692,KMKL,OPS,ARNG OPS,41.5
12998,66782,3692,KMKL,RDO,JACKSON RDO,122.2
12999,66783,3692,KMKL,TWR,JACKSON TWR,127.15
13000,66784,3692,KMKL,UNIC,UNICOM,122.95
13001,71042,20517,KMKN,AWOS,AWOS 3,118.575
13002,71043,20517,KMKN,CNTR,FORT WORTH CNTR,135.375
13003,71044,20517,KMKN,UNIC,CTAF/UNICOM,122.8
13004,62036,20518,KMKO,ASOS,ASOS,135.025
13005,62037,20518,KMKO,CNTR,FORT WORTH CNTR,132.2
13006,62038,20518,KMKO,RDO,MC ALESTER RDO,122.5
13007,62039,20518,KMKO,UNIC,CTAF/UNICOM,122.8
13008,64123,18867,KMKS,A/D,CHARLESTON APP/DEP,135.8
13009,64124,18867,KMKS,UNIC,CTAF/UNICOM,123.05
13010,60144,20519,KMKT,AWOS,AWOS 3,110.8
13011,60145,20519,KMKT,CNTR,MINNEAPOLIS CNTR,135.0
13012,60146,20519,KMKT,RDO,PRINCETON RDO,110.8
13013,60147,20519,KMKT,UNIC,CTAF/UNICOM,122.725
13014,61527,20520,KMKV,A/D,POLK APP/DEP,132.05
13015,61528,20520,KMKV,CTAF,CTAF,122.9
13016,64847,20521,KMKY,A/D,FORT MYERS APP/DEP,119.75
13017,64848,20521,KMKY,AWOS,AWOS 3,120.075
13018,64849,20521,KMKY,CLD,CLNC DEL,120.8
13019,64850,20521,KMKY,UNIC,CTAF/UNICOM,122.8
13020,65937,3693,KMLB,A/D,ORLANDO APP/DEP,132.65
13021,65938,3693,KMLB,ATIS,ATIS,132.55
13022,65939,3693,KMLB,CLD,CLNC DEL,121.9
13023,65940,3693,KMLB,CTAF,CTAF,118.2
13024,65941,3693,KMLB,GND,GND,121.9
13025,65942,3693,KMLB,OPS,GRUMMAN OPS,123.2
13026,65943,3693,KMLB,RDO,ST PETERSBURG RDO,122.6
13027,65944,3693,KMLB,TWR,TWR,118.2
13028,65945,3693,KMLB,UNIC,UNICOM,122.95
13029,64635,3694,KMLC,ASOS,ASOS,135.125
13030,64636,3694,KMLC,CNTR,FORT WORTH CNTR,132.2
13031,64637,3694,KMLC,RDO,RDO,122.65
13032,64638,3694,KMLC,UNIC,CTAF/UNICOM,122.95
13033,71313,20522,KMLD,CTAF,CTAF,122.9
13034,71314,20522,KMLD,RDO,BOISE RDO,122.65
13035,67912,20523,KMLE,A/D,OMAHA APP/DEP,120.1
13036,67913,20523,KMLE,AWOS,AWOS 3,118.25
13037,67914,20523,KMLE,CLD,CLNC DEL,125.4
13038,67915,20523,KMLE,UNIC,CTAF/UNICOM,123.0
13039,62793,20524,KMLF,ASOS,ASOS,135.025
13040,62794,20524,KMLF,RDO,CEDAR CITY RDO,112.1
13041,62795,20524,KMLF,UNIC,CTAF/UNICOM,122.8
13042,59246,3695,KMLI,A/D,APP/DEP,118.2
13043,59247,3695,KMLI,ATIS,ATIS,121.2
13044,59248,3695,KMLI,CLD,CLNC DEL,123.95
13045,59249,3695,KMLI,CTAF,CTAF,119.4
13046,59250,3695,KMLI,GND,GND,121.9
13047,59251,3695,KMLI,RDO,KANKAKEE RDO,122.6
13048,59252,3695,KMLI,TWR,TWR,119.4
13049,59253,3695,KMLI,UNIC,UNICOM,122.95
13050,65323,20525,KMLJ,A/D,ATLANTA APP/DEP,119.6
13051,65324,20525,KMLJ,AWOS,AWOS 3,120.925
13052,65325,20525,KMLJ,UNIC,CTAF/UNICOM,122.8
13053,65873,3696,KMLS,ASOS,ASOS,135.575
13054,65874,3696,KMLS,RDO,GREAT FALLS RDO,122.2
13055,65875,3696,KMLS,UNIC,CTAF/UNICOM,123.0
13056,62651,20526,KMLT,ASOS,ASOS,135.225
13057,62652,20526,KMLT,CLD,CLNC DEL,123.6
13058,62653,20526,KMLT,CNTR,BOSTON CNTR,120.25
13059,62654,20526,KMLT,RDO,BANGOR RDO,123.6
13060,62655,20526,KMLT,UNIC,CTAF/UNICOM,122.8
13061,67603,3697,KMLU,A/D,APP/DEP,118.15
13062,67604,3697,KMLU,ATIS,ATIS,125.05
13063,67605,3697,KMLU,CLD,CLNC DEL,121.65
13064,67606,3697,KMLU,CTAF,CTAF,118.9
13065,67607,3697,KMLU,GND,GND,121.9
13066,67608,3697,KMLU,RDO,DE RIDDER RDO,122.25
13067,67609,3697,KMLU,TWR,TWR,118.9
13068,67610,3697,KMLU,UNIC,UNICOM,122.95
13069,71204,20527,KMMH,AWOS,AWOS 3,118.05
13070,71205,20527,KMMH,CNTR,OAKLAND CNTR,125.75
13071,71206,20527,KMMH,RDO,RIVERSIDE RDO,122.15
13072,71207,20527,KMMH,UNIC,CTAF/UNICOM,122.8
13073,64894,20528,KMMI,A/D,KNOXVILLE APP/DEP,123.9
13074,64895,20528,KMMI,AWOS,AWOS 3,125.425
13075,64896,20528,KMMI,UNIC,CTAF/UNICOM,122.8
13076,66762,20529,KMMK,A/D,APP/DEP,127.8
13077,66763,20529,KMMK,ASOS,ASOS,134.925
13078,66764,20529,KMMK,CLD,CLNC DEL,120.65
13079,66765,20529,KMMK,UNIC,CTAF/UNICOM,123.05
13080,65161,20530,KMML,AWOS,AWOS 3,111.0
13081,65162,20530,KMML,CNTR,MINNEAPOLIS CNTR,127.1
13082,65163,20530,KMML,RDO,PRINCETON RDO,122.35
13083,65164,20530,KMML,UNIC,CTAF/UNICOM,122.8
13084,68529,20531,KMMS,CNTR,MEMPHIS CNTR,135.3
13085,68530,20531,KMMS,CTAF,CTAF,122.9
13086,62361,20532,KMMT,A/D,SHAW APP/DEP,125.4
13087,62362,20532,KMMT,CTAF,CTAF,132.4
13088,62363,20532,KMMT,GND,GND,127.625
13090,62365,20532,KMMT,OPS,ANG OPS PTD,125.12
13091,62366,20532,KMMT,PMSV,PMSV METRO,34.25
13092,62367,20532,KMMT,PTD,PTD,29.83
13093,62368,20532,KMMT,TWR,TWR,132.4
13094,59042,3698,KMMU,APP,NEW YORK APP,127.6
13095,59043,3698,KMMU,ATIS,ATIS,124.25
13096,59044,3698,KMMU,CLD,CLNC DEL,121.2
13097,59045,3698,KMMU,CTAF,CTAF,118.1
13098,59046,3698,KMMU,DEP,NEW YORK DEP,119.2
13099,59047,3698,KMMU,GND,GND,121.7
